filter_name,n_trials,omat_mean,omat_std,ess_mean,ess_std,runtime_mean,runtime_std
EKF,50,6.320384548475813,3.676149440050404,nan,nan,0.00325472354888916,9.614124182229808e-05
UKF,50,7.001971981996941,3.9314128525699656,nan,nan,0.011825733184814453,0.0006552257112289393
EDH Flow,50,5.25115766671187,2.8444989335775688,500.0,0.0,0.12504295349121095,0.0046224780670527
EDH-PF-PF,50,3.737160676169675,2.817351375886161,7.895524212256795,1.947536535207332,15.367484884262085,106.24657425240014
LEDH Flow,50,1.9236166930932228,1.204180717003545,500.0,0.0,439.1745503759384,1569.8619942506552
LEDH-PF-PF,50,0.9747509187215383,0.14227622747419938,11.433770445523356,3.2715829961989,373.9842489242554,1235.715213640779
BPF (N=100000),50,2.267806858029444,1.8562261344601687,2.187469596474255,0.48222123437417247,104.18440450191498,378.794863826784
