filter_name,trial_idx,omat_mean,ess_mean,runtime
EKF,0,2.3756403065176355,nan,0.0037310123443603516
EKF,1,8.8623723833009,nan,0.0033447742462158203
EKF,2,9.924463173766293,nan,0.0033960342407226562
EKF,3,1.9595692928096438,nan,0.003441333770751953
EKF,4,1.4492184685174958,nan,0.0034890174865722656
EKF,5,10.43892202459243,nan,0.0031890869140625
EKF,6,7.166401759480718,nan,0.0033426284790039062
EKF,7,10.0169283177108,nan,0.0033800601959228516
EKF,8,3.773892468979934,nan,0.0033693313598632812
EKF,9,2.8987186175547763,nan,0.003371715545654297
EKF,10,5.914259406295799,nan,0.0032341480255126953
EKF,11,8.961429063723363,nan,0.0034058094024658203
EKF,12,6.642979419379307,nan,0.0033762454986572266
EKF,13,5.569153249829801,nan,0.0032176971435546875
EKF,14,9.941571317921241,nan,0.003201007843017578
EKF,15,4.135786374371764,nan,0.0032472610473632812
EKF,16,3.164858353993448,nan,0.003185272216796875
EKF,17,5.055305737651539,nan,0.003329753875732422
EKF,18,2.6918179510409876,nan,0.0033638477325439453
EKF,19,1.0634187637881911,nan,0.003358125686645508
EKF,20,6.278771196601749,nan,0.0033173561096191406
EKF,21,2.8064748633381185,nan,0.003253936767578125
EKF,22,1.0099887428619982,nan,0.0033330917358398438
EKF,23,4.440248403089294,nan,0.003398895263671875
EKF,24,1.7677332119584896,nan,0.003341197967529297
EKF,25,8.18470515382649,nan,0.003242015838623047
EKF,26,10.468556781894783,nan,0.003414154052734375
EKF,27,12.619218848720148,nan,0.003353118896484375
EKF,28,10.883924935002323,nan,0.003471851348876953
EKF,29,10.038367213430284,nan,0.0032029151916503906
EKF,30,8.141961541723429,nan,0.0032792091369628906
EKF,31,11.367887416161015,nan,0.0032930374145507812
EKF,32,10.082502243697652,nan,0.003407001495361328
EKF,33,6.139800231556543,nan,0.003343820571899414
EKF,34,13.282378931523944,nan,0.003259897232055664
EKF,35,3.947124037885375,nan,0.0032100677490234375
EKF,36,11.115879373505557,nan,0.0032150745391845703
EKF,37,6.188860836456716,nan,0.0032339096069335938
EKF,38,1.2402770588739882,nan,0.003246784210205078
EKF,39,1.2600579867590673,nan,0.003225088119506836
EKF,40,10.68747861837152,nan,0.0032138824462890625
EKF,41,5.494224132450311,nan,0.0031158924102783203
EKF,42,2.16624691067731,nan,0.0032958984375
EKF,43,9.686804394356734,nan,0.0031309127807617188
EKF,44,7.478224490773021,nan,0.003184080123901367
EKF,45,9.773496791857278,nan,0.0032956600189208984
EKF,46,11.109930481717724,nan,0.003143787384033203
EKF,47,2.590466921534338,nan,0.003473997116088867
EKF,48,2.6358482085269888,nan,0.0033597946166992188
EKF,49,1.1250810134324032,nan,0.003139019012451172
UKF,0,3.8426743599427384,nan,0.012016773223876953
UKF,1,4.231025765826486,nan,0.011103153228759766
UKF,2,2.136039855167476,nan,0.011893033981323242
UKF,3,1.5168373528787555,nan,0.012418985366821289
UKF,4,4.380017271092084,nan,0.01184701919555664
UKF,5,10.03067474020781,nan,0.012058019638061523
UKF,6,4.925081762552812,nan,0.011342763900756836
UKF,7,8.026910336409284,nan,0.011691093444824219
UKF,8,12.132080152709726,nan,0.013545036315917969
UKF,9,6.769987317761119,nan,0.01104879379272461
UKF,10,9.618412033428164,nan,0.011213064193725586
UKF,11,9.673638865297315,nan,0.012565135955810547
UKF,12,3.1767150330319667,nan,0.01261591911315918
UKF,13,2.9064622730109124,nan,0.013383865356445312
UKF,14,2.8669666068264,nan,0.01327204704284668
UKF,15,9.487221645352179,nan,0.012733221054077148
UKF,16,3.0968330120409293,nan,0.012410163879394531
UKF,17,14.738217943226013,nan,0.012320995330810547
UKF,18,9.538318869829803,nan,0.012330055236816406
UKF,19,5.921503252294551,nan,0.011399269104003906
UKF,20,3.353538814876164,nan,0.011284112930297852
UKF,21,3.7827987427097036,nan,0.012283086776733398
UKF,22,3.3081882686427453,nan,0.011172771453857422
UKF,23,2.7915065548118627,nan,0.012363195419311523
UKF,24,3.981075224118395,nan,0.011345863342285156
UKF,25,5.225315303999139,nan,0.01129770278930664
